cust_id,churn
1,0.15521316956640333
2,0.08723713320333873
5,0.10290349012077642
6,0.11781264163935165
10,0.11401372789288626
11,0.030165697207592056
12,0.030577882951634095
13,0.02872880765470926
16,0.05486315363563501
17,0.0936438642370195
20,0.021390267267221635
22,0.04586827902812542
23,0.024165950731606503
25,0.06313719210159326
26,0.07606103346664353
27,0.2656710384510328
31,0.05329428850884869
32,0.1608471915551923
33,0.1579440345757273
34,0.052594743553840285
35,0.09714205825009926
37,0.043456417975787365
39,0.09997772774477476
42,0.027991401558936403
43,0.08278729463886075
49,0.09363568382709674
51,0.043377766139313115
52,0.25156979779824024
53,0.02839505296336824
57,0.06685815792349427
59,0.1441444430902054
62,0.03235354624684729
63,0.04787949371310282
65,0.08809938292575889
67,0.05068236911967587
69,0.030683143761956376
71,0.08160158529285286
75,0.09942143841400204
80,0.15796677366303746
81,0.03843452427064083
82,0.07661515871544704
84,0.13284347094653487
85,0.05999692702136563
86,0.08753742841287562
91,0.08319401762311376
92,0.06923632249013821
93,0.023258068503463226
94,0.03338882741702619
96,0.0364581869017692
98,0.031269895965133
100,0.025571241031166498
102,0.07396858527462805
103,0.06491146343202933
104,0.1683286508577913
107,0.047644038379181665
109,0.07937373881024197
110,0.11892197569346963
111,0.016517408395961393
112,0.06375739979358677
115,0.04550515359056968
119,0.05642031265454779
123,0.017824514073427715
124,0.06482303915464939
125,0.04908629603131463
131,0.02308491452499449
132,0.02002333777377536
138,0.045657491671700946
140,0.06241302907328059
141,0.06592907454907693
142,0.06876138304463135
145,0.048466677430944634
147,0.01625859035034677
149,0.027480800529965856
150,0.025481708161614824
153,0.050354522387678693
154,0.055239028429624894
156,0.11198625646300883
157,0.08416902686184072
160,0.08009641595814096
161,0.041639674105432935
164,0.08835042959756773
165,0.0935759765865607
166,0.03583670353553517
167,0.033376491218485245
168,0.033173091414449365
169,0.046124777639144895
172,0.05432926913420862
173,0.07552105706742486
174,0.12387566709446818
178,0.07587700513272577
182,0.06102873874774016
186,0.05486315363563501
187,0.04945939159700692
190,0.04659034480118737
192,0.05707844469267005
193,0.12367212424659665
194,0.09807132860418902
195,0.030844979867838445
197,0.07403058223423145
199,0.06111730911573674
202,0.14082920105175437
203,0.06123887629057172
204,0.09467835672923211
206,0.12976635771851447
207,0.032633136591563444
212,0.03582765862751526
213,0.08565023168362225
216,0.06789189000846507
221,0.061409455897414554
225,0.21301741864046927
227,0.07801846671914374
230,0.0244907621393295
232,0.08529649777810025
234,0.06944269199016408
238,0.015771068299137325
241,0.032670820540296804
242,0.10563816567232534
249,0.1542719824078645
250,0.07367088227168699
254,0.13936522272343646
255,0.07948300767054346
